term,normalized_text,categories,success_count,failure_count,total_count,avg_confidence,translation_de,translation_fr,translation_es,translation_it,sources,file_count,notes,verified
nausea,Nausea,SymptomOrSign,3,0,3,0.997,Übelkeit,,,,umls,3,Success: 3/3; Sources: umls; Files: 3,FALSE
vomiting,Vomiting,SymptomOrSign,7,0,7,0.997,Erbrechen,,,,umls,6,Success: 7/7; Sources: umls; Files: 6,FALSE
middle lobe,Structure of middle lobe of right lung,BodyStructure,0,3,3,0.937,,,,,umls,3,Failed: 3/3; Sources: umls; Files: 3,FALSE
obscuring,Obscure,SymptomOrSign,0,2,2,0.85,,,,,,2,Failed: 2/2; Files: 2,FALSE
costophrenic angle,Costophrenic angle,BodyStructure,0,10,10,0.915,,,,,umls,10,Failed: 10/10; Sources: umls; Files: 10,FALSE
lateral view,Views lateral,ExaminationName,0,10,10,0.944,,,,,,10,Failed: 10/10; Files: 10,FALSE
fatigue,Fatigue,SymptomOrSign,5,0,5,0.98,Fatigue,,,,umls,5,Success: 5/5; Sources: umls; Files: 5,FALSE
CD4,CD4 Expressing Cell Count,ExaminationName,0,1,1,1.0,,,,,,1,Failed: 1/1; Files: 1,FALSE
paratracheal,Paratracheal,BodyStructure,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
"calcified lymph
 nodes",Calcified lymph nodes,SymptomOrSign,0,1,1,0.97,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
granulomatous disease,Granulomatous disorder,Diagnosis,0,2,2,0.975,,,,,umls,2,Failed: 2/2; Sources: umls; Files: 2,FALSE
overdose,Drug Overdose,Diagnosis,0,1,1,0.99,,,,,,1,Failed: 1/1; Files: 1,FALSE
intubated,Intubation (procedure),TreatmentName,6,0,6,0.997,Intubation,,,,umls,6,Success: 6/6; Sources: umls; Files: 6,FALSE
dyspnea,Dyspnea,SymptomOrSign,15,0,15,0.995,Dyspnoe,,,,umls,15,Success: 15/15; Sources: umls; Files: 15,FALSE
Frontal view,Views frontal,ExaminationName,0,10,10,0.971,,,,,,9,Failed: 10/10; Files: 9,FALSE
Aortic arch calcifications,Aortic arch calcification,SymptomOrSign,0,1,1,0.87,,,,,,1,Failed: 1/1; Files: 1,FALSE
"upper
 lobes",Structure of upper lobe of lung,BodyStructure,0,1,1,0.9,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
"airway
 structures",Airway structure,SymptomOrSign,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
lung bases,Basal segment of lung,BodyStructure,0,16,16,0.991,,,,,umls,15,Failed: 16/16; Sources: umls; Files: 15,FALSE
MSSA,Methicillin susceptible Staphylococcus aureus,Diagnosis,1,0,1,0.99,Methicillin-empfindliche Staphylococcus aureus,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
support,"Support, device",TreatmentName,0,1,1,0.82,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
monitoring devices,Monitor Device,TreatmentName,0,2,2,0.945,,,,,umls,2,Failed: 2/2; Sources: umls; Files: 2,FALSE
CVA,Cerebrovascular accident,Diagnosis,2,0,2,0.995,Schlaganfall,,,,umls,2,Success: 2/2; Sources: umls; Files: 2,FALSE
vascular engorgement,Hyperemia,SymptomOrSign,0,4,4,0.995,,,,,umls,4,Failed: 4/4; Sources: umls; Files: 4,FALSE
radiographic,Diagnostic radiologic examination,ExaminationName,0,1,1,0.89,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
findings,findings aspects,SymptomOrSign,0,7,7,0.887,,,,,,6,Failed: 7/7; Files: 6,FALSE
"feeding
 tube",Tube feeding of patient,TreatmentName,0,2,2,0.93,,,,,,2,Failed: 2/2; Files: 2,FALSE
PIC line,Peripherally inserted central catheter (physical object),TreatmentName,0,5,5,0.984,,,,,umls,5,Failed: 5/5; Sources: umls; Files: 5,FALSE
trach,trach,TreatmentName,0,2,2,0.975,,,,,,2,Failed: 2/2; Files: 2,FALSE
vent,Belly of skeletal muscle,TreatmentName,0,1,1,0.98,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
free intraperitoneal air,Pneumoperitoneum,SymptomOrSign,0,1,1,0.97,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
tracheostomy,Tracheostomy procedure,TreatmentName,0,2,2,0.965,,,,,,2,Failed: 2/2; Files: 2,FALSE
PICC line,Peripherally inserted central catheter (physical object),TreatmentName,0,17,17,0.984,,,,,umls,17,Failed: 17/17; Sources: umls; Files: 17,FALSE
seizure,Seizures,SymptomOrSign,4,0,4,0.953,Krampfanfall,,,,umls,4,Success: 4/4; Sources: umls; Files: 4,FALSE
"lung
 base",Basal segment of lung,BodyStructure,0,4,4,0.985,,,,,umls,3,Failed: 4/4; Sources: umls; Files: 3,FALSE
stent placement,Stenting,TreatmentName,0,2,2,0.98,,,,,umls,2,Failed: 2/2; Sources: umls; Files: 2,FALSE
coronary stent,Coronary artery stent (device),TreatmentName,0,2,2,0.915,,,,,umls,1,Failed: 2/2; Sources: umls; Files: 1,FALSE
heart border,Cardiac border,BodyStructure,0,3,3,0.917,,,,,umls,3,Failed: 3/3; Sources: umls; Files: 3,FALSE
Myalgias,Myalgia,SymptomOrSign,3,0,3,0.937,Myalgie,,,,umls,3,Success: 3/3; Sources: umls; Files: 3,FALSE
chest tube,Chest Tubes,TreatmentName,0,21,21,0.985,,,,,umls,17,Failed: 21/21; Sources: umls; Files: 17,FALSE
altered mental status,Abnormal mental state,SymptomOrSign,0,9,9,0.991,,,,,umls,9,Failed: 9/9; Sources: umls; Files: 9,FALSE
obtundation,Stupor,Diagnosis,0,1,1,1.0,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
bilateral breast cancer,bilateral breast cancer,Diagnosis,0,1,1,1.0,,,,,,1,Failed: 1/1; Files: 1,FALSE
pleural thickening,Thickening of pleura,SymptomOrSign,0,10,10,0.978,,,,,umls,10,Failed: 10/10; Sources: umls; Files: 10,FALSE
lung zone,Zone of lung,BodyStructure,0,3,3,0.947,,,,,umls,3,Failed: 3/3; Sources: umls; Files: 3,FALSE
right upper lobe,Structure of right upper lobe of lung,BodyStructure,0,9,9,0.856,,,,,umls,6,Failed: 9/9; Sources: umls; Files: 6,FALSE
treatment,Therapeutic procedure,TreatmentName,0,3,3,0.94,,,,,umls,3,Failed: 3/3; Sources: umls; Files: 3,FALSE
chest CTA,CT angiography of thorax with contrast,ExaminationName,0,3,3,0.97,,,,,umls,3,Failed: 3/3; Sources: umls; Files: 3,FALSE
hemidiaphragm,Structure of hemidiaphragm,BodyStructure,0,23,23,0.958,,,,,umls,22,Failed: 23/23; Sources: umls; Files: 22,FALSE
POTS,Postural Orthostatic Tachycardia Syndrome,Diagnosis,1,0,1,0.9,Postural-orthostatisches Tachykardiesyndrom - POTS,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
MVP,Mitral Valve Prolapse Syndrome,Diagnosis,0,1,1,0.94,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
weakness,Weakness,SymptomOrSign,0,7,7,0.999,,,,,umls,7,Failed: 7/7; Sources: umls; Files: 7,FALSE
malaise,Malaise,SymptomOrSign,0,2,2,1.0,,,,,umls,1,Failed: 2/2; Sources: umls; Files: 1,FALSE
tracheostomy tube,Tracheostomy tube,TreatmentName,0,10,10,0.945,,,,,umls,9,Failed: 10/10; Sources: umls; Files: 9,FALSE
Surgical clips,Surgical Clips,TreatmentName,0,8,8,0.974,,,,,umls,7,Failed: 8/8; Sources: umls; Files: 7,FALSE
apex,Structure of apex of heart,BodyStructure,0,6,6,0.962,,,,,umls,6,Failed: 6/6; Sources: umls; Files: 6,FALSE
hydropneumothorax,Hydropneumothorax,Diagnosis,0,2,2,0.94,,,,,umls,1,Failed: 2/2; Sources: umls; Files: 1,FALSE
"nodular
 opacities",Nodular Opacity,SymptomOrSign,0,1,1,0.97,,,,,,1,Failed: 1/1; Files: 1,FALSE
male,Male population group,Gender,0,22,22,1.0,,,,,umls,22,Failed: 22/22; Sources: umls; Files: 22,FALSE
palpitations,Palpitations,SymptomOrSign,2,0,2,1.0,Palpitationen,,,,umls,2,Success: 2/2; Sources: umls; Files: 2,FALSE
obscured by,Obscure,SymptomOrSign,0,1,1,0.83,,,,,,1,Failed: 1/1; Files: 1,FALSE
ventricle,Ventricle,BodyStructure,0,2,2,0.97,,,,,,2,Failed: 2/2; Files: 2,FALSE
coronary artery bypass graft surgery,Coronary Artery Bypass Surgery,TreatmentName,1,0,1,0.99,Kardiale Revaskularisierung mit Bypass-Anastomose,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
stable,Stable status,SymptomOrSign,5,0,5,0.886,Stabil,,,,umls,5,Success: 5/5; Sources: umls; Files: 5,FALSE
blunted,Blunted,SymptomOrSign,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
Lung volumes,Lung Volumes,ExaminationName,0,27,27,0.871,,,,,umls,25,Failed: 27/27; Sources: umls; Files: 25,FALSE
interstitial lung disease,"Lung Diseases, Interstitial",Diagnosis,4,0,4,0.992,Interstitielle Lungenkrankheit,,,,umls,4,Success: 4/4; Sources: umls; Files: 4,FALSE
visual aura,Visual partial seizure,SymptomOrSign,1,0,1,0.98,Fokal einsetzender sensorischer epileptischer Anfall mit visuellen Symptomen,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
dizziness,Dizziness,SymptomOrSign,3,0,3,0.997,Schwindelgefühl,,,,umls,3,Success: 3/3; Sources: umls; Files: 3,FALSE
pathology,Pathology procedure,ExaminationName,0,1,1,0.83,,,,,,1,Failed: 1/1; Files: 1,FALSE
fevers,Fever,SymptomOrSign,6,0,6,1.0,Fieber,,,,umls,6,Success: 6/6; Sources: umls; Files: 6,FALSE
chest CT,Chest CT,ExaminationName,0,12,12,0.975,,,,,umls,11,Failed: 12/12; Sources: umls; Files: 11,FALSE
interstitial markings,Interstitial marker,SymptomOrSign,0,2,2,0.985,,,,,umls,2,Failed: 2/2; Sources: umls; Files: 2,FALSE
mass,Mass of body structure,SymptomOrSign,12,0,12,0.985,Raumforderung eines Körperteils,,,,umls,8,Success: 12/12; Sources: umls; Files: 8,FALSE
wide,Widening,SymptomOrSign,0,1,1,0.96,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
adenopathy,Lymphadenopathy,"Diagnosis, SymptomOrSign",6,0,6,0.962,Lymphadenopathie,,,,umls,4,Success: 6/6; Sources: umls; Files: 4,FALSE
Prominent vasculature,Prominent vasculature,SymptomOrSign,0,2,2,0.985,,,,,,1,Failed: 2/2; Files: 1,FALSE
Widened mediastinum,Widened mediastinum,SymptomOrSign,3,0,3,0.96,Mediastinalverbreiterung,,,,umls,3,Success: 3/3; Sources: umls; Files: 3,FALSE
"pleural
 effusions",Pleural effusion (disorder),Diagnosis,8,0,8,0.894,Pleuraerguss,,,,umls,8,Success: 8/8; Sources: umls; Files: 8,FALSE
lesion,Lesion,SymptomOrSign,0,5,5,0.996,,,,,umls,3,Failed: 5/5; Sources: umls; Files: 3,FALSE
whole body pain,Total body pain syndrome,SymptomOrSign,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
AP and lateral views,Views AP & lateral,ExaminationName,0,3,3,0.94,,,,,,3,Failed: 3/3; Files: 3,FALSE
hypotension,Hypotension,"Diagnosis, SymptomOrSign",5,0,5,0.972,Hypotonie,,,,umls,5,Success: 5/5; Sources: umls; Files: 5,FALSE
Portable AP view,View AP portable,ExaminationName,0,2,2,0.97,,,,,,2,Failed: 2/2; Files: 2,FALSE
CT chest,Chest CT,ExaminationName,0,8,8,0.99,,,,,umls,7,Failed: 8/8; Sources: umls; Files: 7,FALSE
"chest
 radiograph",Chest radiograph,ExaminationName,0,1,1,0.99,,,,,,1,Failed: 1/1; Files: 1,FALSE
Aeration,aeration,SymptomOrSign,0,14,14,0.974,,,,,,12,Failed: 14/14; Files: 12,FALSE
hyperinflated,Hyperdistention,SymptomOrSign,0,11,11,0.914,,,,,umls,11,Failed: 11/11; Sources: umls; Files: 11,FALSE
emphysematous changes,EMPHYSEMATOUS CHANGE,SymptomOrSign,0,2,2,0.985,,,,,,2,Failed: 2/2; Files: 2,FALSE
"Pulmonary
 vasculature",Vasculature of lung,BodyStructure,0,1,1,0.82,,,,,,1,Failed: 1/1; Files: 1,FALSE
"left
 upper lobe",Structure of left upper lobe of lung,BodyStructure,0,1,1,0.9,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
acute lymphoblastic leukemia,Precursor Cell Lymphoblastic Leukemia Lymphoma,Diagnosis,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
blood pressure,Blood Pressure,SymptomOrSign,1,0,1,0.86,Blutdruck,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
aorta,Aorta,BodyStructure,0,3,3,0.843,,,,,umls,3,Failed: 3/3; Sources: umls; Files: 3,FALSE
"pleural
 thickening",Thickening of pleura,SymptomOrSign,0,2,2,0.97,,,,,umls,2,Failed: 2/2; Sources: umls; Files: 2,FALSE
diabetes,Diabetes Mellitus,Diagnosis,3,0,3,1.0,Diabetes mellitus,,,,umls,3,Success: 3/3; Sources: umls; Files: 3,FALSE
end-stage renal disease,"Kidney Failure, Chronic",Diagnosis,0,1,1,0.9,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
"coronary artery
 disease",Coronary Artery Disease,Diagnosis,0,1,1,1.0,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
clear chest,Chest clear,SymptomOrSign,0,1,1,0.99,,,,,,1,Failed: 1/1; Files: 1,FALSE
PPD,purified protein derivative of tuberculin,ExaminationName,2,0,2,0.995,Tuberkulin-gereinigtes Proteinderivat,,,,umls,2,Success: 2/2; Sources: umls; Files: 2,FALSE
tuberculosis,Tuberculosis,Diagnosis,0,1,1,0.84,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
free,Empty (qualifier),SymptomOrSign,0,1,1,0.9,,,,,,1,Failed: 1/1; Files: 1,FALSE
chest examination,examination of chest,ExaminationName,0,1,1,0.97,,,,,,1,Failed: 1/1; Files: 1,FALSE
lateral chest,Structure of surface region of lateral chest wall,ExaminationName,0,7,7,0.916,,,,,umls,5,Failed: 7/7; Sources: umls; Files: 5,FALSE
normal chest findings,Normal chest,SymptomOrSign,0,1,1,1.0,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
COUGH   FEVER,Cough with fever,SymptomOrSign,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
dementia,Dementia,Diagnosis,1,0,1,1.0,Demenz,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
"pulmonary vascular
 congestion",Pulmonary vascular congestion,SymptomOrSign,0,9,9,0.884,,,,,,9,Failed: 9/9; Files: 9,FALSE
consolidations,Consolidation,SymptomOrSign,0,15,15,0.978,,,,,umls,10,Failed: 15/15; Sources: umls; Files: 10,FALSE
calcified,Calcified (qualifier value),SymptomOrSign,0,3,3,0.99,,,,,,3,Failed: 3/3; Files: 3,FALSE
extubated,Tracheal Extubation,TreatmentName,0,4,4,1.0,,,,,umls,4,Failed: 4/4; Sources: umls; Files: 4,FALSE
"chest
 tubes",Chest Tubes,TreatmentName,0,2,2,0.93,,,,,umls,2,Failed: 2/2; Sources: umls; Files: 2,FALSE
lung parenchyma,Structure of parenchyma of lung,BodyStructure,0,1,1,0.83,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
hemothorax,Hemothorax,Diagnosis,0,3,3,0.99,,,,,umls,1,Failed: 3/3; Sources: umls; Files: 1,FALSE
6th rib,Rib 6,BodyStructure,0,4,4,0.912,,,,,,1,Failed: 4/4; Files: 1,FALSE
multiple myeloma,Multiple Myeloma,Diagnosis,3,0,3,1.0,Multiples Myelom,,,,umls,2,Success: 3/3; Sources: umls; Files: 2,FALSE
6th ribs,Rib 6,BodyStructure,0,1,1,0.96,,,,,,1,Failed: 1/1; Files: 1,FALSE
displacement,Qualitative Displacement,SymptomOrSign,0,1,1,0.97,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
desaturation,Oxygen saturation below reference range,SymptomOrSign,2,0,2,0.965,Sauerstoffsättigung unterhalb Referenzbereich,,,,umls,2,Success: 2/2; Sources: umls; Files: 2,FALSE
"lumbar spine
 surgery",Surgical procedure on lumbar spine,TreatmentName,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
rotated,Rotated,SymptomOrSign,0,5,5,0.996,,,,,umls,5,Failed: 5/5; Sources: umls; Files: 5,FALSE
cervical spine,Cervical spine,BodyStructure,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
"thoracic
 spine",Thoracic spine structure,BodyStructure,0,3,3,0.963,,,,,umls,3,Failed: 3/3; Sources: umls; Files: 3,FALSE
shoulder replacement,Prosthetic arthroplasty of shoulder,TreatmentName,1,0,1,0.97,Prothetische Endoprothese der Schulter,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
swelling,Swelling,SymptomOrSign,0,2,2,1.0,,,,,umls,2,Failed: 2/2; Sources: umls; Files: 2,FALSE
ST,Stria terminalis,SymptomOrSign,0,1,1,0.93,,,,,,1,Failed: 1/1; Files: 1,FALSE
chills,Chills,SymptomOrSign,5,0,5,0.988,Frösteln,,,,umls,5,Success: 5/5; Sources: umls; Files: 5,FALSE
azithro,azithromycin,MedicationName,0,1,1,1.0,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
limb ischemia,Limb ischemia,Diagnosis,0,1,1,1.0,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
MI,Myocardial Infarction,Diagnosis,3,0,3,0.99,Myokardinfarkt,,,,umls,1,Success: 3/3; Sources: umls; Files: 1,FALSE
pulmonary,Lung,BodyStructure,0,6,6,1.0,,,,,umls,6,Failed: 6/6; Sources: umls; Files: 6,FALSE
base,Anatomical base,BodyStructure,0,31,31,0.951,,,,,,27,Failed: 31/31; Files: 27,FALSE
Lung apices,Structure of apex of lung,BodyStructure,0,2,2,0.86,,,,,umls,2,Failed: 2/2; Sources: umls; Files: 2,FALSE
examination,Physical Examination,ExaminationName,0,22,22,0.905,,,,,umls,13,Failed: 22/22; Sources: umls; Files: 13,FALSE
"Heart
 size",heart size,SymptomOrSign,0,2,2,0.885,,,,,,2,Failed: 2/2; Files: 2,FALSE
Hypertension,Hypertensive disease,Diagnosis,4,0,4,0.998,Arterielle Hypertonie,,,,umls,4,Success: 4/4; Sources: umls; Files: 4,FALSE
ARDS,"Respiratory Distress Syndrome, Adult",Diagnosis,4,0,4,0.982,Akutes Atemnotsyndrom des Erwachsenen,,,,umls,3,Success: 4/4; Sources: umls; Files: 3,FALSE
carinal,Structure of carina,BodyStructure,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
bronchoscopy,Bronchoscopy,ExaminationName,4,0,4,0.98,Bronchoskopie,,,,umls,3,Success: 4/4; Sources: umls; Files: 3,FALSE
prominence,Prominent,SymptomOrSign,0,3,3,0.987,,,,,umls,3,Failed: 3/3; Sources: umls; Files: 3,FALSE
contour,Contour form,SymptomOrSign,0,2,2,0.8,,,,,,1,Failed: 2/2; Files: 1,FALSE
Partial resection,Partial Resection,TreatmentName,0,1,1,0.99,,,,,,1,Failed: 1/1; Files: 1,FALSE
fifth rib,Bone structure of fifth rib,BodyStructure,0,1,1,0.96,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
confused,Confusion,SymptomOrSign,1,0,1,1.0,Verwirrtheitszustand,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
pulmonary nodules,Multiple Pulmonary Nodules,SymptomOrSign,0,3,3,0.933,,,,,umls,2,Failed: 3/3; Sources: umls; Files: 2,FALSE
Respiratory failure,Respiratory Failure,Diagnosis,4,0,4,0.963,Atemversagen,,,,umls,4,Success: 4/4; Sources: umls; Files: 4,FALSE
"lung
 volumes",Lung Volumes,ExaminationName,0,2,2,0.85,,,,,umls,2,Failed: 2/2; Sources: umls; Files: 2,FALSE
tube,biomedical tube device,TreatmentName,0,3,3,0.957,,,,,umls,3,Failed: 3/3; Sources: umls; Files: 3,FALSE
NG tube,Nasogastric tube,TreatmentName,0,16,16,0.981,,,,,umls,14,Failed: 16/16; Sources: umls; Files: 14,FALSE
superimposed infection,Superinfection,Diagnosis,3,0,3,1.0,Superinfektion,,,,umls,3,Success: 3/3; Sources: umls; Files: 3,FALSE
lower extremity,Lower Extremity,BodyStructure,0,2,2,0.92,,,,,umls,2,Failed: 2/2; Sources: umls; Files: 2,FALSE
leukocytosis,Leukocytosis,SymptomOrSign,2,0,2,0.955,Leukozytose,,,,umls,2,Success: 2/2; Sources: umls; Files: 2,FALSE
pnx,American Joint Committee on Cancer pNX,SymptomOrSign,0,1,1,0.87,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
acute pancreatitis,"Pancreatitis, Acute",Diagnosis,0,1,1,1.0,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
extremity,Limb structure,BodyStructure,1,0,1,0.89,Extremität,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
decortication,Decortication (procedure),TreatmentName,1,0,1,0.9,Dekortikation,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
endoscopy,Endoscopy (procedure),ExaminationName,3,0,3,0.99,Endoskopie,,,,umls,2,Success: 3/3; Sources: umls; Files: 2,FALSE
film,film - layer,ExaminationName,0,2,2,0.915,,,,,,2,Failed: 2/2; Files: 2,FALSE
feeding tube,Tube feeding of patient,TreatmentName,0,5,5,0.938,,,,,,5,Failed: 5/5; Files: 5,FALSE
duodenum,Duodenum,BodyStructure,0,2,2,0.99,,,,,umls,2,Failed: 2/2; Sources: umls; Files: 2,FALSE
PICC,Peripherally Inserted Central Catheter Line Insertion,TreatmentName,0,21,21,0.99,,,,,,13,Failed: 21/21; Files: 13,FALSE
PORTABLE CHEST X-RAY,portable x-ray of chest,ExaminationName,0,1,1,0.96,,,,,,1,Failed: 1/1; Files: 1,FALSE
cardiac silhouette,Cardiac shadow viewed radiologically,"BodyStructure, SymptomOrSign",0,9,9,0.91,,,,,,8,Failed: 9/9; Files: 8,FALSE
aortic dissection,Dissection of aorta,Diagnosis,2,0,2,1.0,Aortendissektion,,,,umls,2,Success: 2/2; Sources: umls; Files: 2,FALSE
"back
 pain",Back Pain,SymptomOrSign,1,0,1,0.99,Rückenschmerzen,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
confusion,Confusion,SymptomOrSign,3,0,3,0.917,Verwirrtheitszustand,,,,umls,3,Success: 3/3; Sources: umls; Files: 3,FALSE
pulmonary vascular congestion,Pulmonary vascular congestion,SymptomOrSign,0,16,16,0.902,,,,,,14,Failed: 16/16; Files: 14,FALSE
bases,Basal segment of lung,BodyStructure,0,8,8,0.955,,,,,umls,8,Failed: 8/8; Sources: umls; Files: 8,FALSE
mitral annulus,Structure of anulus fibrosus of mitral orifice,BodyStructure,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
artery,Arteries,BodyStructure,0,3,3,1.0,,,,,umls,3,Failed: 3/3; Sources: umls; Files: 3,FALSE
stent,"Stent, device",TreatmentName,2,0,2,0.98,Stent,,,,umls,2,Success: 2/2; Sources: umls; Files: 2,FALSE
"right
 ventricular apex",Structure of apex of right ventricle,BodyStructure,0,1,1,0.85,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
spine,Vertebral column,BodyStructure,0,6,6,0.993,,,,,umls,6,Failed: 6/6; Sources: umls; Files: 6,FALSE
thoracic vertebral body,Structure of body of thoracic vertebra,BodyStructure,0,3,3,0.95,,,,,umls,2,Failed: 3/3; Sources: umls; Files: 2,FALSE
central venous catheter,"Central venous catheter, device",TreatmentName,10,0,10,0.964,Zentraler Venenkatheter,,,,umls,7,Success: 10/10; Sources: umls; Files: 7,FALSE
dialysis catheter,Dialysis catheter,TreatmentName,0,1,1,0.94,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
vascular stent,Vascular stent,TreatmentName,0,2,2,0.96,,,,,umls,2,Failed: 2/2; Sources: umls; Files: 2,FALSE
brachiocephalic vein,Structure of brachiocephalic vein,BodyStructure,0,4,4,0.965,,,,,umls,4,Failed: 4/4; Sources: umls; Files: 4,FALSE
joint disease,Arthropathy,Diagnosis,1,0,1,0.86,Arthropathie,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
leg swelling,Swelling of lower limb,SymptomOrSign,0,1,1,0.97,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
within normal limits,Normal limits,SymptomOrSign,0,5,5,0.91,,,,,umls,5,Failed: 5/5; Sources: umls; Files: 5,FALSE
acute disease,Acute Disease,Diagnosis,2,0,2,1.0,Akute Krankheit,,,,umls,2,Success: 2/2; Sources: umls; Files: 2,FALSE
abx,Antibiotics,MedicationClass,0,2,2,0.975,,,,,,2,Failed: 2/2; Files: 2,FALSE
esophagus,Esophagus,BodyStructure,0,5,5,0.982,,,,,umls,5,Failed: 5/5; Sources: umls; Files: 5,FALSE
"superimposed
 infection",Superinfection,Diagnosis,1,0,1,1.0,Superinfektion,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
chest pressure,Chest pressure,SymptomOrSign,0,2,2,1.0,,,,,umls,2,Failed: 2/2; Sources: umls; Files: 2,FALSE
arm heaviness,Heaviness in arm,SymptomOrSign,0,1,1,0.94,,,,,,1,Failed: 1/1; Files: 1,FALSE
Pacemaker,Artificial cardiac pacemaker,TreatmentName,3,0,3,0.99,Herzschrittmacher,,,,umls,3,Success: 3/3; Sources: umls; Files: 3,FALSE
electrodes,electrode,TreatmentName,0,1,1,0.96,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
chronic pulmonary disease,Chronic lung disease,Diagnosis,1,0,1,0.91,Chronische Lungenerkrankung,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
fibrosis,Fibrosis,SymptomOrSign,0,3,3,0.937,,,,,umls,3,Failed: 3/3; Sources: umls; Files: 3,FALSE
acute pneumonia,Acute pneumonia,Diagnosis,0,4,4,1.0,,,,,,4,Failed: 4/4; Files: 4,FALSE
femur fracture,Femoral Fractures,Diagnosis,1,0,1,0.98,Femurfraktur,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
temperature,Temperature,SymptomOrSign,0,1,1,1.0,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
sputum production,Sputum production,SymptomOrSign,0,1,1,1.0,,,,,,1,Failed: 1/1; Files: 1,FALSE
dextroscoliosis,Dextroscoliosis,Diagnosis,0,3,3,0.96,,,,,umls,3,Failed: 3/3; Sources: umls; Files: 3,FALSE
Hemoptysis,Hemoptysis,SymptomOrSign,1,0,1,1.0,Hämoptyse,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
hila,Hilum,"BodyStructure, SymptomOrSign",0,2,2,0.89,,,,,,2,Failed: 2/2; Files: 2,FALSE
"non-small cell lung
 cancer",Non-Small Cell Lung Carcinoma,Diagnosis,1,0,1,1.0,Nicht-kleinzelliges Bronchialkarzinom,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
increased work of breathing,Increased work of breathing,SymptomOrSign,0,1,1,0.99,,,,,,1,Failed: 1/1; Files: 1,FALSE
